590.22,10.214
614.13,11.217
647.83,11.785
681.52,13.012
718.48,13.582
752.17,14.04
781.52,15.265
820.65,16.825
848.91,17.39
856.52,16.734
883.7,17.299
908.7,18.631
935.87,19.525
960.87,19.869
1001.09,21.869
1029.35,21.994
1060.87,22.561
1100,24.67
1128.26,25.785
1165.22,26.135
1216.3,27.811
1260.87,29.704
1296.74,31.592
1320.65,34.132
1343.48,36.343
1352.17,38.106
1364.13,42.068
1368.48,45.807
1373.91,51.634
1380.43,54.495
1388.04,58.015
1391.3,59.666
1392.39,64.062
1394.57,62.415
1397.83,68.021
1405.43,70.552
1408.7,73.301
1413.04,78.249
1421.74,84.298
1427.17,82.103
1429.35,89.467
1435.87,92.547
1439.13,95.736
1443.48,104.31
1447.83,100.356
1452.17,106.732
1458.7,114.867
1466.3,121.575
1469.57,117.731
1473.91,124.876
1482.61,128.287
1486.96,132.136
1490.22,135.764
